price,title,link,number,pic_url
22.80,官方旗舰店 春光食品 海南特产 休闲零食 椰香酥卷350g 袋装,https://item.jd.com/1764388983.html,1764388983,https://item.jd.com/bigimage.aspx?id=1764388983
149.00,果园老农 美果盛宴礼盒1.454kg 休闲零食坚果果干大礼包年货礼盒,https://item.jd.com/1690791832.html,1690791832,https://item.jd.com/bigimage.aspx?id=1690791832
26.90,百草味 卤香鹌鹑蛋128gx2袋 休闲零食 卤蛋 铁蛋 小吃点心 卤香味,https://item.jd.com/10218897991.html,10218897991,https://item.jd.com/bigimage.aspx?id=10218897991
15.00,【京东超市】贤哥 休闲零食 辣条 玉米香辣卷 50g*10包 组合装,https://item.jd.com/2959944.html,2959944,https://item.jd.com/bigimage.aspx?id=2959944
26.90,百草味 兰花豆210gx3袋 蚕豆休闲零食炒货特产 牛肉味,https://item.jd.com/10168505140.html,10168505140,https://item.jd.com/bigimage.aspx?id=10168505140
79.90,廖记棒棒鸡 四川成都特产美食休闲零食熟食 麻辣牛肉干 150g*3,https://item.jd.com/10361660060.html,10361660060,https://item.jd.com/bigimage.aspx?id=10361660060
29.90,好巴食 豆腐鱼豆干量贩装1000g 麻辣休闲零食,https://item.jd.com/1515129733.html,1515129733,https://item.jd.com/bigimage.aspx?id=1515129733
20.90,【有友】山椒/泡椒鲜竹笋迷你小包休闲零食重庆特产 泡椒竹笋268g,https://item.jd.com/1671147348.html,1671147348,https://item.jd.com/bigimage.aspx?id=1671147348
73.50,【京东超市】零食大礼包送男女友一整箱好吃的休闲含进口吃货美食零食薯片小吃组合年货生日礼物 京东快递 隔日达 零食大礼包G款,https://item.jd.com/10103538626.html,10103538626,https://item.jd.com/bigimage.aspx?id=10103538626
58.00,良品铺子甜食零食大礼包一整箱的组合送女友休闲食品女生喜欢好吃的酸甜吃货零食礼物礼盒店,https://item.jd.com/10071391082.html,10071391082,https://item.jd.com/bigimage.aspx?id=10071391082
6.90,【京东超市】卡米达 海苔小粹卷 海苔米果 40g,https://item.jd.com/2808674.html,2808674,https://item.jd.com/bigimage.aspx?id=2808674
28.80,【京东超市】桥林铺子 休闲零食 肉干肉脯 香辣味鸭锁骨 288g,https://item.jd.com/3466610.html,3466610,https://item.jd.com/bigimage.aspx?id=3466610
75.00,枣师傅红枣馍片烤馍片夹心红枣馍片早餐零食 整箱9斤,https://item.jd.com/10251060507.html,10251060507,https://item.jd.com/bigimage.aspx?id=10251060507
8.20,【京东超市】亲亲艾莉格华夫饼袋装(奶油味)104g,https://item.jd.com/2235748.html,2235748,https://item.jd.com/bigimage.aspx?id=2235748
15.80,买3送1 张赵君 糯米锅巴休闲零食特产原味/香辣味手工食品米饼干220g 包邮 原味,https://item.jd.com/1553460711.html,1553460711,https://item.jd.com/bigimage.aspx?id=1553460711
35.80,内蒙古特产干吃牛奶片500g*2袋AD钙高钙奶酪营养零食品塔拉额吉,https://item.jd.com/10132571855.html,10132571855,https://item.jd.com/bigimage.aspx?id=10132571855
25.90,【京东超市】品最 休闲零食 传统不辣口味豆腐干混合装400g/袋（独立包装）,https://item.jd.com/3033960.html,3033960,https://item.jd.com/bigimage.aspx?id=3033960
12.90,宇仔 小丸子65包 零食小吃休闲零食麻辣面筋 辣条辣丁8090后怀旧零食,https://item.jd.com/10157082838.html,10157082838,https://item.jd.com/bigimage.aspx?id=10157082838
21.90,【京东超市】金磨坊 休闲零食 湖南风味 葱爆排骨味 盐焗豆干 25g*20包/盒,https://item.jd.com/3552299.html,3552299,https://item.jd.com/bigimage.aspx?id=3552299
42.80,【嘉华鲜花饼_经典玫瑰饼礼盒原味400g】休闲零食原味精装年货伴手礼云南地方特产美食糕点,https://item.jd.com/1075399597.html,1075399597,https://item.jd.com/bigimage.aspx?id=1075399597
19.90,【京东超市】鹭珍 凤梨酥 240g/盒 厦门特产水果酥饼休闲糕点,https://item.jd.com/1923709.html,1923709,https://item.jd.com/bigimage.aspx?id=1923709
9.90,【京东超市】金磨坊 休闲零食 手撕素肉卷 五香味90g/袋,https://item.jd.com/4027224.html,4027224,https://item.jd.com/bigimage.aspx?id=4027224
7.80,【京东超市】可比克 番茄味 薯片 105g,https://item.jd.com/1606013.html,1606013,https://item.jd.com/bigimage.aspx?id=1606013
11.20,【京东超市】好巴食 休闲零食 四川小吃 麻辣味蛋白素肉165g（新老包装随机发货）,https://item.jd.com/1823355.html,1823355,https://item.jd.com/bigimage.aspx?id=1823355
98.00,【京东超市】糖糖屋 进口零食大礼包一整箱 饼干糖果组合 送女友年货过年送礼 进口零食 粉色梦幻礼盒,https://item.jd.com/10244828444.html,10244828444,https://item.jd.com/bigimage.aspx?id=10244828444
21.90,【京东超市】海欣 海味休闲零食 手撕蟹柳（蟹肉味）320g/袋,https://item.jd.com/3266372.html,3266372,https://item.jd.com/bigimage.aspx?id=3266372
